rank,team,winpercentage,rating,averageMOV,averageMOL,conference,rawRank
1,Alabama,1,1,38.4285714285714,0,SEC-West,0.855667257308969
2,Clemson,1,0.850887445675819,27.6666666666667,0,ACC-Atlantic,0.604211481684821
3,Ohio St,1,0.828114010868085,27.1428571428571,0,B1G-East,0.565807527482026
4,Michigan,0.857142857142857,0.822306899264584,27.6666666666667,7,B1G-East,0.556014711793835
5,Oklahoma,0.833333333333333,0.816795053244483,25.4,3,Big-XII,0.54671981695971
6,Notre Dame,1,0.814798954041297,13.8571428571429,0,Independent,0.543353697474571
7,LSU,0.857142857142857,0.794060630105318,19,8,SEC-West,0.508381650000425
8,Georgia,0.857142857142857,0.767735048903435,29.8333333333333,20,SEC-East,0.463987537946382
9,NC State,1,0.763093433562775,16.2,0,ACC-Atlantic,0.456160155556687
10,UCF,1,0.751340344077272,26.1666666666667,0,AAC-East,0.436340347312781
11,Kentucky,0.833333333333333,0.726521413729777,19.8,6,SEC-East,0.394486974148348
12,Florida,0.857142857142857,0.722512151140097,22.6666666666667,11,SEC-East,0.387725959013699
13,Iowa,0.833333333333333,0.71997095390861,20.6,11,B1G-West,0.383440614150397
14,Appalachian St,0.8,0.70884638551946,43,7,Sun Belt-East,0.364680711691893
15,Texas,0.857142857142857,0.70706030194669,9.83333333333333,5,Big-XII,0.361668751829506
16,Cincinnati,1,0.703511236605523,24.6666666666667,0,AAC-East,0.355683789791178
17,Duke,0.833333333333333,0.697708436184574,20.6,17,ACC-Coastal,0.345898244316409
18,West Virginia,0.833333333333333,0.694701667409565,22.8,16,Big-XII,0.340827783389217
19,Penn St,0.666666666666667,0.686978737577766,36,2.5,B1G-East,0.327804230017033
20,Fresno St,0.833333333333333,0.67035393857145,30.8,7,MW-West,0.299769020361659
21,North Texas,0.857142857142857,0.661724545273643,26.3333333333333,2,CUSA-West,0.285216853387863
22,Army,0.666666666666667,0.660233305697818,27.25,13.5,Independent,0.282702103327444
23,Utah St,0.833333333333333,0.653853735757184,34.8,7,MW-Mountain,0.271943923261047
24,Wisconsin,0.666666666666667,0.652152157374052,22.5,14,B1G-West,0.269074468648281
25,South Florida,1,0.651530746357322,10.1666666666667,0,AAC-East,0.268026552916579
26,Mississippi St,0.666666666666667,0.640533816798504,34.5,14,SEC-West,0.249481894066503
27,Washington,0.714285714285714,0.638074253047785,19.6,4,Pac-12-North,0.245334211715739
28,Utah,0.666666666666667,0.63633810022691,23.25,9,Pac-12-South,0.242406452488365
29,Mississippi,0.714285714285714,0.633155794922911,25.8,42,SEC-West,0.237039975782482
30,Texas A&M,0.714285714285714,0.632472405753235,21.2,12,SEC-West,0.235887543298198
31,Stanford,0.666666666666667,0.631804666449749,15.5,20,Pac-12-North,0.234761501941144
