rank,team,winpercentage,rating,averageMOV,averageMOL,conference,rawRank
1,Alabama,1,1,41,0,SEC-West,1.06960928777716
2,Penn St,1,0.840967835358086,36,0,B1G-East,0.741916485539805
3,Georgia,1,0.803403380339905,31.25,0,SEC-East,0.664513266192097
4,Ohio St,1,0.784748284008382,37.5,0,B1G-East,0.626073615903884
5,Kentucky,1,0.734277220444719,21.25,0,SEC-East,0.52207575928244
6,Duke,1,0.732522780374859,22.25,0,ACC-Coastal,0.518460658012808
7,Stanford,1,0.731985260033447,15.5,0,Pac-12-North,0.517353073587405
8,Oklahoma,1,0.730491891096959,23.5,0,Big-XII,0.514275920954608
9,Clemson,1,0.73024402105122,25.5,0,ACC-Atlantic,0.513765173727024
10,West Virginia,1,0.727568364289778,30,0,Big-XII,0.508251864763292
11,South Carolina,0.666666666666667,0.714355069697527,28.5,24,SEC-East,0.481025287340801
12,LSU,1,0.711500999737627,16.25,0,SEC-West,0.475144350121931
13,UCF,1,0.699914201936934,32.3333333333333,0,AAC-East,0.45126924134972
14,Syracuse,1,0.692295959011521,29.5,0,ACC-Atlantic,0.435571515155176
15,North Texas,1,0.692181165987794,33,0,CUSA-West,0.435334979054716
16,Notre Dame,1,0.68956542626567,12.25,0,Independent,0.42994513172405
17,Mississippi,0.75,0.685835027901907,25.3333333333333,55,SEC-West,0.422258481086923
18,NC State,1,0.682316513356804,20.6666666666667,0,ACC-Atlantic,0.415008426405208
19,Buffalo,1,0.67666826661266,20.25,0,MAC-East,0.403369964428747
20,Wisconsin,0.75,0.675796542455595,24.3333333333333,3,B1G-West,0.401573738233475
21,Texas Tech,0.75,0.670977701316187,38.3333333333333,20,Big-XII,0.391644303159385
22,Michigan,0.75,0.661385344937323,39,7,B1G-East,0.371878829023079
23,Memphis,0.75,0.652949336969909,35.3333333333333,1,AAC-West,0.354496061850344
24,Miami FL,0.75,0.647316976176586,38.6666666666667,16,ACC-Coastal,0.342890333544409
25,Boise St,0.666666666666667,0.634932406913109,45.5,23,MW-Mountain,0.317371381368166
26,Cincinnati,1,0.628466844833673,22.5,0,AAC-East,0.304048805030805
27,South Florida,1,0.62650075559751,11,0,AAC-East,0.299997591253554
28,Oklahoma St,0.75,0.625008574041403,35.3333333333333,24,Big-XII,0.296922885223485
29,Texas,0.75,0.623173351717494,15,5,Big-XII,0.293141328523758
30,Mississippi St,0.75,0.622108140829113,41.3333333333333,21,SEC-West,0.290946414438826
31,California,1,0.615321839147369,10.6666666666667,0,Pac-12-North,0.276962939959599
32,Appalachian St,0.666666666666667,0.613493139622065,50.5,7,Sun Belt,0.273194823793092
33,Houston,0.75,0.611347135231981,33.6666666666667,14,AAC-West,0.268772886918059
34,Indiana,0.75,0.605277830428865,14,14,B1G-East,0.256266816173239
35,Virginia,0.75,0.603675654298719,22.3333333333333,4,ACC-Coastal,0.252965461478523
36,Colorado,1,0.600727670817241,22.6666666666667,0,Pac-12-South,0.246891011276775
37,Auburn,0.75,0.599598609126301,30,1,SEC-West,0.244564529757096
38,Maryland,0.75,0.598540024180361,21.6666666666667,21,B1G-East,0.242383268682458
39,Florida,0.75,0.597194375666268,37,11,SEC-East,0.239610500485228
40,Michigan St,0.666666666666667,0.595283492196823,10.5,3,B1G-East,0.23567304063134
41,Missouri,0.75,0.591647577478629,22.3333333333333,14,SEC-East,0.228181077707252
42,Baylor,0.75,0.587264125459413,21.3333333333333,13,Big-XII,0.219148781132422
43,Arkansas St,0.75,0.586190140345498,14.3333333333333,50,Sun Belt,0.216935787360424
44,Washington,0.75,0.584844456200008,21,5,Pac-12-North,0.214162945712155
45,Texas A&M,0.5,0.574328224291171,45,12,SEC-West,0.192493785205505
46,BYU,0.75,0.570176689449695,11.6666666666667,3,Independent,0.183939364216923
47,Hawaii,0.8,0.568194479469509,15.5,7,MW-West,0.179854932972906
48,Washington St,0.75,0.566455826749488,29.3333333333333,3,Pac-12-North,0.176272362224627
49,Coastal Car,0.75,0.562656983830829,20.6666666666667,34,Sun Belt,0.168444678534103
50,Boston College,0.75,0.554919342753605,29.6666666666667,17,ACC-Atlantic,0.152500927190044
51,Utah St,0.75,0.554522775475267,39.3333333333333,7,MW-Mountain,0.151683782805164
52,Iowa,0.75,0.546854027037005,20,11,B1G-West,0.135881987789603
53,Oregon,0.75,0.54117232459368,31.6666666666667,7,Pac-12-North,0.124174588849577
54,San Diego St,0.75,0.536565586524716,8,21,MW-West,0.114682201488667
55,Fresno St,0.666666666666667,0.534909711498817,45,7,MW-West,0.111270197883405
56,Minnesota,0.75,0.533303843412265,22.6666666666667,29,B1G-West,0.107961235690844
57,Vanderbilt,0.5,0.530573082123511,29.5,14,SEC-East,0.102334381404807
58,Army,0.5,0.521395921052525,15.5,13.5,Independent,0.083424435481784
