rank,team,winpercentage,rating,averageMOV,averageMOL,conference,rawRank
1,Alabama,1,1,40,0,SEC-West,0.848804705898348
2,Georgia,1,0.881849143159752,29.8333333333333,0,SEC-East,0.651086913288352
3,Ohio St,1,0.863167078620243,29,0,B1G-East,0.619823690440847
4,Clemson,1,0.862359264221839,27.6666666666667,0,ACC-Atlantic,0.618471865464009
5,Notre Dame,1,0.844232456779066,15.3333333333333,0,Independent,0.588137829370629
6,Penn St,0.8,0.80744232023983,36,1,B1G-East,0.526571923010621
7,Oklahoma,0.833333333333333,0.801291464171201,25.4,3,Big-XII,0.516278864471902
8,West Virginia,1,0.784727465916228,22.8,0,Big-XII,0.488560088215654
9,Michigan,0.833333333333333,0.781913118333917,28.2,7,B1G-East,0.483850460090949
10,UCF,1,0.771932230535874,31.2,0,AAC-East,0.467148091965338
11,NC State,1,0.753667359178405,16.2,0,ACC-Atlantic,0.4365830148861
12,LSU,0.833333333333333,0.740624322866611,18.8,8,SEC-West,0.414756339901519
13,Kentucky,0.833333333333333,0.735594104094353,19.8,6,SEC-East,0.406338595186103
14,Wisconsin,0.8,0.715396801740985,22.5,3,B1G-West,0.37253972020488
15,Florida,0.833333333333333,0.702649785887583,25.2,11,SEC-East,0.351208416294876
16,Texas,0.833333333333333,0.697398989029397,10.6,5,Big-XII,0.342421548427871
17,Cincinnati,1,0.695354252606725,24.6666666666667,0,AAC-East,0.338999814700083
18,Duke,0.8,0.681373623097838,22.25,17,ACC-Coastal,0.315604138354927
19,South Florida,1,0.675490832366219,12,0,AAC-East,0.305759669785797
20,Washington,0.833333333333333,0.674038719583198,19.6,5,Pac-12-North,0.303329653262809
21,Colorado,1,0.661322520342996,19.4,0,Pac-12-South,0.282049918944622
22,Iowa,0.8,0.660238739651542,19.25,11,B1G-West,0.280236282265624
23,Army,0.6,0.651083529739376,20,13.5,Independent,0.264915632492374
24,Fresno St,0.8,0.644413577037306,32.5,7,MW-West,0.253753899457173
25,Utah St,0.8,0.636843581869714,35.75,7,MW-Mountain,0.241086003739652
26,Mississippi St,0.666666666666667,0.632800292789799,34.5,14,SEC-West,0.234319821784593
27,South Carolina,0.6,0.632089456284807,19.6666666666667,19,SEC-East,0.233130282992872
28,North Texas,0.833333333333333,0.62998477973955,27,2,CUSA-West,0.229608243387401
29,Appalachian St,0.75,0.625955379054704,48.6666666666667,7,Sun Belt,0.222865302827974
30,Mississippi,0.666666666666667,0.621370715066111,31.25,42,SEC-West,0.215193165109508
31,Stanford,0.666666666666667,0.621139694302687,15.5,20,Pac-12-North,0.214806566796654
32,Washington St,0.833333333333333,0.617876107492909,22.2,3,Pac-12-North,0.209345166057125
33,Miami FL,0.833333333333333,0.611704876174996,30.8,16,ACC-Coastal,0.199018010867547
34,Syracuse,0.666666666666667,0.611232890369114,29.5,5.5,ACC-Atlantic,0.198228173228831
35,Texas Tech,0.6,0.609204695924239,38.3333333333333,14,Big-XII,0.194834121388402
36,Ga Southern,0.8,0.607573168489693,23.5,31,Sun Belt,0.192103866161538
37,Boise St,0.6,0.607383828655237,37,14.5,MW-Mountain,0.1917870181386
38,Texas A&M,0.666666666666667,0.607204105336608,25.75,12,SEC-West,0.191486262914733
39,Houston,0.8,0.603683080292508,29,14,AAC-West,0.185594055978518
40,Missouri,0.6,0.591865044481095,22.3333333333333,8,SEC-East,0.16581733982571
41,Indiana,0.666666666666667,0.58958652120875,12.25,18.5,B1G-East,0.162004378964348
42,Utah,0.6,0.588962597818799,20.3333333333333,9,Pac-12-South,0.160960283678886
43,Buffalo,0.833333333333333,0.588632663241698,18.2,29,MAC-East,0.160408159568566
44,UAB,0.8,0.585334203505978,25.25,23,CUSA-West,0.154888401229685
45,Auburn,0.666666666666667,0.584053125791604,25.25,7.5,SEC-West,0.152744600788127
46,Virginia Tech,0.6,0.582057367593357,27.6666666666667,18,ACC-Coastal,0.149404828942843
47,Troy,0.833333333333333,0.580470599694086,21.2,36,Sun Belt,0.146749475858988
48,Hawaii,0.857142857142857,0.574834960304158,11.5,7,MW-West,0.137318598976185
49,Oklahoma St,0.666666666666667,0.57441481807554,31.5,15,Big-XII,0.136615518270092
50,Memphis,0.666666666666667,0.573997220202464,36.75,8.5,AAC-West,0.135916695273415
51,Oregon,0.8,0.569122496542983,28.25,7,Pac-12-North,0.127759161549221
52,San Diego St,0.8,0.567594591753381,7.5,21,MW-West,0.125202312006446
53,Boston College,0.666666666666667,0.557064389558989,24.75,11,ACC-Atlantic,0.107580701888674
54,Virginia,0.6,0.555036738567495,22.3333333333333,9,ACC-Coastal,0.104187559507286
55,Baylor,0.666666666666667,0.553589822987325,16.75,23,Big-XII,0.101766240183966
56,Maryland,0.6,0.553510874603172,21.6666666666667,21,B1G-East,0.101634125172909
57,Arizona St,0.5,0.551497171292657,24.3333333333333,7,Pac-12-South,0.0982643233259231
58,Michigan St,0.6,0.549189617929608,10.6666666666667,6.5,B1G-East,0.094402782498862
59,TCU,0.6,0.54120779901295,27,13.5,Big-XII,0.0810457264629254
60,Arkansas St,0.6,0.534057363051324,14.3333333333333,28.5,Sun Belt,0.0690799358396595
61,FL Atlantic,0.5,0.528745632733872,15.3333333333333,23.3333333333333,CUSA-East,0.060191099812857
62,Vanderbilt,0.5,0.527291643202208,21,18.6666666666667,SEC-East,0.0577579426503878
63,USC,0.6,0.525221507790091,9.66666666666667,18.5,Pac-12-South,0.0542937053645608
64,Temple,0.5,0.522955517703267,26,6.33333333333333,AAC-East,0.0505017179835173
65,W Michigan,0.666666666666667,0.51650598946702,22.75,29.5,MAC-West,0.0397088509736217
66,Minnesota,0.6,0.504120717270452,22.6666666666667,23,B1G-West,0.0189829015570235
67,Florida St,0.5,0.497531362206927,10.6666666666667,15,ACC-Atlantic,0.00795604341889788
68,Coastal Car,0.6,0.49560426167805,20.6666666666667,29,Sun Belt,0.00473116571414582
69,Florida Intl,0.6,0.493820278339432,31,12,CUSA-East,0.00174578538572419
70,Iowa St,0.4,0.490015208282166,9.5,7.66666666666667,Big-XII,-0.00462175250695664
71,Northwestern,0.4,0.488025222355884,7,7.33333333333333,B1G-West,-0.00795186482033634
72,Georgia Tech,0.5,0.487128143324138,40.6666666666667,14.6666666666667,ACC-Coastal,-0.00945306835609746
73,Illinois,0.6,0.481603318236461,16,22.5,B1G-West,-0.0186985046703251
74,Purdue,0.4,0.476202438233568,15.5,2.66666666666667,B1G-West,-0.0277365269201831
75,Louisiana Tech,0.6,0.471942375796734,14.3333333333333,19,CUSA-West,-0.0348654649798316
76,Ohio,0.6,0.466979422052797,7.66666666666667,9,MAC-East,-0.0431706460491076
77,New Mexico,0.6,0.461848452527307,28.3333333333333,20,MW-Mountain,-0.0517569906116552
78,Marshall,0.6,0.453775158946702,8.66666666666667,13.5,CUSA-East,-0.0652671235992452
79,Wake Forest,0.5,0.45235864789068,23,32,ACC-Atlantic,-0.0676375629517453
80,Pittsburgh,0.5,0.450492352228808,12.6666666666667,26.3333333333333,ACC-Coastal,-0.070760687636088
81,Air Force,0.4,0.444983753831201,33,6.33333333333333,MW-Mountain,-0.0799789696308084
82,Toledo,0.6,0.443780672092651,32.6666666666667,23.5,MAC-West,-0.081992248847314
83,California,0.6,0.440228228609361,10.6666666666667,12.5,Pac-12-North,-0.087937032525437
84,Tulane,0.333333333333333,0.437811535281384,20.5,18,AAC-West,-0.0919812120034148
85,Arizona,0.5,0.435179685087222,19.6666666666667,12,Pac-12-South,-0.0963854425348372
86,BYU,0.5,0.432986599188474,11.6666666666667,18.6666666666667,Independent,-0.100055429497474
87,N Illinois,0.5,0.425488758981802,6.33333333333333,18.3333333333333,MAC-West,-0.112602578589697
88,MTSU,0.6,0.407308132078183,11.6666666666667,35,CUSA-East,-0.143026678055259
89,E Michigan,0.333333333333333,0.404247694696401,17.5,4,MAC-West,-0.148148121417888
90,Liberty,0.4,0.402662978616625,25.5,24,Independent,-0.150800040957383
91,Kansas St,0.333333333333333,0.401065013150787,13.5,14.5,Big-XII,-0.15347413250218
92,ULL,0.4,0.397380323302557,23.5,30,Sun Belt,-0.159640221849822
93,Tennessee,0.4,0.389922869905554,40,26,SEC-East,-0.172119786272847
94,Southern Miss,0.5,0.385532832080191,33,6,CUSA-West,-0.179466229662662
95,Kansas,0.333333333333333,0.35498155354453,32.5,14.5,Big-XII,-0.230591812026473
96,Miami OH,0.333333333333333,0.353898523261104,19.5,13,MAC-East,-0.232404192892874
97,Nevada,0.5,0.334603470883164,19.3333333333333,22.6666666666667,MW-West,-0.264693211083592
98,Louisville,0.333333333333333,0.334535391974745,13.5,25,ACC-Atlantic,-0.264807136721047
99,Navy,0.4,0.328813350061724,15.5,15.6666666666667,AAC-West,-0.274382602580967
100,Ball St,0.333333333333333,0.325078039922395,32,13,MAC-West,-0.280633401717046
101,Wyoming,0.333333333333333,0.322051947048049,12.5,18.25,MW-Mountain,-0.285697371793106
102,Akron,0.5,0.319089772648687,19.5,18.5,MAC-East,-0.290654378455268
103,East Carolina,0.4,0.316306885515875,12,18.3333333333333,AAC-East,-0.295311359513945
104,Georgia St,0.333333333333333,0.304582187349999,18,26.75,Sun Belt,-0.314931881146467
105,WKU,0.2,0.302605310655616,8,10,CUSA-East,-0.318240056018697
106,Tulsa,0.2,0.299954784823758,11,11.25,AAC-West,-0.322675539023564
107,Arkansas,0.166666666666667,0.298661206517405,35,21.2,SEC-West,-0.324840258377028
108,UT San Antonio,0.5,0.296547686691289,10,27.6666666666667,CUSA-West,-0.328377096665169
109,Charlotte,0.4,0.279692883586702,13.5,25,CUSA-East,-0.356582516042143
110,Old Dominion,0.166666666666667,0.279692368409313,14,14.8,CUSA-East,-0.356583378166745
111,Nebraska,0,0.273103698753373,0,17.4,B1G-West,-0.36760908933398
112,Oregon St,0.166666666666667,0.272137028601912,23,23.2,Pac-12-North,-0.369226749088212
113,UNLV,0.4,0.272135952153881,28.5,21.6666666666667,MW-West,-0.369228550456014
114,SMU,0.333333333333333,0.266148941379572,18.5,26.5,AAC-West,-0.379247424515832
115,Massachusetts,0.285714285714286,0.256135521502009,33,25.2,Independent,-0.396004232974205
116,UCLA,0,0.247245847066283,0,18,Pac-12-South,-0.41088052634191
117,Colorado St,0.333333333333333,0.246470739555333,9.5,23.75,MW-Mountain,-0.412177618453307
118,North Carolina,0.25,0.235928409415591,3,22,ACC-Coastal,-0.429819523899905
119,C Michigan,0.166666666666667,0.233204050121096,12,13.6,MAC-West,-0.434378562381382
120,Kent,0.166666666666667,0.230855894669913,40,22,MAC-East,-0.438308048197514
121,ULM,0.333333333333333,0.222800157494094,2,31.75,Sun Belt,-0.451788801681943
122,South Alabama,0.166666666666667,0.199546323258601,10,28.6,Sun Belt,-0.490702584463298
123,New Mexico St,0.333333333333333,0.193797871732465,7.5,31,Sun Belt,-0.500322245073972
124,Rutgers,0.166666666666667,0.18801055683547,28,29.4,B1G-East,-0.510006941007474
125,Connecticut,0.166666666666667,0.174142681632102,7,41.4,AAC-East,-0.533213930322629
126,San Jose St,0,0.150807984350738,0,13,MW-West,-0.572263032179387
127,Rice,0.166666666666667,0.143653968001757,3,19.8,CUSA-West,-0.584234814348995
